drive_step,theta_c,x_dot_c,y_dot_c,x_c,y_c,x_o
0.524000,-0.018749,0.689830,0.007364,265.598816,15.555640,0.000000
0.544000,-0.018794,0.741971,0.000858,265.612885,15.555772,0.000000
0.564000,-0.018703,0.759218,0.001898,265.627869,15.555811,0.000000
0.584000,-0.018695,0.823397,0.003490,265.644135,15.555844,0.000000
0.604000,-0.018697,0.893603,0.000353,265.661011,15.555914,0.000000
0.624000,-0.018756,0.904374,0.004524,265.678986,15.555971,0.000000
0.644000,-0.018764,0.967463,0.001363,265.697876,15.555995,0.000000
0.664000,-0.018821,1.001954,0.000227,265.717529,15.556040,0.000000
0.684000,-0.018834,1.046020,0.000756,265.738281,15.556005,0.000000
0.704000,-0.018845,1.105758,-0.007043,265.759735,15.555951,0.000000
0.724000,-0.018834,1.133901,-0.004962,265.782043,15.555870,0.000000
0.744000,-0.018820,1.202345,-0.006414,265.805786,15.555731,0.000000
0.764000,-0.018841,1.226297,-0.003862,265.829987,15.555658,0.000000
0.784000,-0.018806,1.292141,-0.008833,265.855377,15.555487,0.000000
0.804000,-0.018800,1.319514,-0.006489,265.881439,15.555364,0.000000
0.824000,-0.018767,1.383624,-0.010188,265.908661,15.555167,0.000000
0.844000,-0.018760,1.412650,-0.007997,265.936615,15.555012,0.000000
0.864000,-0.018745,1.468809,-0.010820,265.965576,15.554796,0.000000
0.884000,-0.018736,1.509103,-0.011788,265.995300,15.554600,0.000000
0.904000,-0.018724,1.555527,-0.011201,266.026062,15.554359,0.000000
0.924000,-0.018702,1.604774,-0.013238,266.057648,15.554112,0.000000
0.944000,-0.018708,1.648435,-0.013035,266.090179,15.553852,0.000000
0.964000,-0.018685,1.693129,-0.013817,266.123688,15.553568,0.000000
0.984000,-0.018692,1.743552,-0.015618,266.158142,15.553273,0.000000
1.006000,-0.018666,1.801943,-0.016465,266.197083,15.552935,0.000000
1.026000,-0.018704,1.828326,-0.015948,266.233429,15.552611,0.000000
1.046000,-0.018666,1.894838,-0.017808,266.270721,15.552271,0.000000
1.066000,-0.018708,1.921883,-0.017680,266.308929,15.551916,0.000000
1.086000,-0.018671,1.987656,-0.019531,266.348083,15.551541,0.000000
1.106000,-0.018711,2.015505,-0.019592,266.388123,15.551150,0.000000
1.126000,-0.018670,2.081805,-0.021746,266.429138,15.550735,0.000000
1.146000,-0.018705,2.110422,-0.021646,266.471100,15.550299,0.000000
1.166000,-0.018661,2.177258,-0.023874,266.514038,15.549843,0.000000
1.186000,-0.018692,2.206415,-0.023556,266.557892,15.549368,0.000000
1.206000,-0.018647,2.273665,-0.025789,266.602753,15.548873,0.000000
1.226000,-0.018677,2.304310,-0.025452,266.648560,15.548361,0.000000
1.246000,-0.018634,2.369612,-0.027404,266.695343,15.547829,0.000000
1.266000,-0.018659,2.402340,-0.027503,266.743164,15.547275,0.000000
1.286000,-0.018625,2.470134,-0.029459,266.791870,15.546718,0.000000
1.306000,-0.018656,2.501399,-0.029466,266.841553,15.546133,0.000000
1.326000,-0.018609,2.574028,-0.032295,266.892395,15.545517,0.000000
1.346000,-0.018641,2.595292,-0.029915,266.944183,15.544896,0.000000
1.366000,-0.018597,2.678634,-0.032847,266.997070,15.544260,0.000000
1.386000,-0.018645,2.709132,-0.032438,267.050781,15.543624,0.000000
1.406000,-0.018603,2.767875,-0.031894,267.105804,15.542967,0.000000
1.426000,-0.018659,2.825412,-0.034422,267.161621,15.542313,0.000000
1.446000,-0.018666,2.862809,-0.032839,267.218567,15.541636,0.000000
1.466000,-0.018751,2.915344,-0.035480,267.276581,15.540934,0.000000
1.486000,-0.018780,2.978788,-0.036689,267.335388,15.540239,0.000000
1.506000,-0.018861,3.004195,-0.035735,267.395477,15.539504,0.000000
1.526000,-0.018869,3.099319,-0.038869,267.456451,15.538756,0.000000
1.546000,-0.018928,3.101036,-0.037770,267.518463,15.537991,0.000000
1.566000,-0.018902,3.188333,-0.040828,267.581696,15.537187,0.000000
1.586000,-0.018962,3.228408,-0.042068,267.645691,15.536372,0.000000
1.606000,-0.018952,3.278800,-0.041703,267.710968,15.535525,0.000000
1.626000,-0.019004,3.341410,-0.044540,267.777252,15.534655,0.000000
1.646000,-0.019004,3.393020,-0.046083,267.844421,15.533765,0.000000
1.666000,-0.019055,3.429006,-0.046078,267.912964,15.532839,0.000000
1.686000,-0.019064,3.524322,-0.048466,267.982422,15.531894,0.000000
1.706000,-0.019123,3.533618,-0.048106,268.052948,15.530930,0.000000
1.726000,-0.019113,3.614918,-0.050358,268.124756,15.529931,0.000000
1.746000,-0.019177,3.677021,-0.051868,268.197418,15.528916,0.000000
1.766000,-0.019186,3.697262,-0.050829,268.271393,15.527875,0.000000
1.786000,-0.019243,3.791512,-0.054599,268.346405,15.526821,0.000000
1.806000,-0.019255,3.833451,-0.054719,268.422455,15.525742,0.000000
1.826000,-0.019308,3.876896,-0.055480,268.499847,15.524626,0.000000
1.846000,-0.019339,3.960236,-0.056714,268.578186,15.523500,0.000000
1.866000,-0.019391,4.003479,-0.057789,268.657715,15.522357,0.000000
1.886000,-0.019392,4.075972,-0.060005,268.738647,15.521179,0.000000
1.906000,-0.019453,4.123691,-0.059979,268.820404,15.519996,0.000000
1.926000,-0.019470,4.155036,-0.060529,268.903564,15.518775,0.000000
1.946000,-0.019536,4.247311,-0.063809,268.987854,15.517534,0.000000
1.966000,-0.019566,4.305964,-0.064355,269.073181,15.516269,0.000000
1.986000,-0.019594,4.373856,-0.065206,269.160034,15.514977,0.000000
2.008000,-0.019613,4.424767,-0.065098,269.256622,15.513540,0.000000
2.030000,-0.019669,4.495759,-0.067427,269.354919,15.512063,0.000000
2.052000,-0.019726,4.558272,-0.069352,269.454620,15.510560,0.000000
2.074000,-0.019759,4.619338,-0.069899,269.555603,15.509027,0.000000
2.096000,-0.019807,4.705295,-0.072564,269.658356,15.507461,0.000000
2.118000,-0.019836,4.758667,-0.072455,269.762238,15.505869,0.000000
2.140000,-0.019886,4.823892,-0.074597,269.867828,15.504236,0.000000
2.162000,-0.019951,4.900765,-0.076532,269.974915,15.502589,0.000000
2.184000,-0.019975,4.957772,-0.077298,270.083313,15.500898,0.000000
2.206000,-0.020003,5.044277,-0.079607,270.193604,15.499172,0.000000
2.228000,-0.020076,5.105179,-0.079508,270.305145,15.497430,0.000000
2.250000,-0.020117,5.171940,-0.081851,270.418365,15.495638,0.000000
2.272000,-0.020137,5.250889,-0.083621,270.533081,15.493828,0.000000
2.294000,-0.020163,5.292725,-0.084669,270.649292,15.491962,0.000000
2.316000,-0.020239,5.407129,-0.087164,270.767120,15.490079,0.000000
2.338000,-0.020281,5.434985,-0.087397,270.886414,15.488152,0.000000
2.360000,-0.020302,5.536359,-0.090116,271.007416,15.486194,0.000000
2.382000,-0.020317,5.598967,-0.091590,271.129852,15.484194,0.000000
2.404000,-0.020355,5.666507,-0.093250,271.253998,15.482173,0.000000
2.426000,-0.020385,5.740958,-0.093459,271.379547,15.480115,0.000000
2.448000,-0.020417,5.831151,-0.096385,271.506927,15.478033,0.000000
2.470000,-0.020426,5.876650,-0.097794,271.635834,15.475889,0.000000
2.492000,-0.020485,5.980444,-0.098447,271.766113,15.473735,0.000000
2.514000,-0.020505,6.038750,-0.101184,271.898315,15.471534,0.000000
2.536000,-0.020526,6.104790,-0.101602,272.031830,15.469312,0.000000
2.558000,-0.020576,6.185627,-0.103946,272.167145,15.467052,0.000000
2.580000,-0.020605,6.264613,-0.105308,272.304260,15.464761,0.000000
2.602000,-0.020606,6.332881,-0.107826,272.442993,15.462414,0.000000
2.624000,-0.020640,6.413117,-0.109155,272.583160,15.460038,0.000000
2.646000,-0.020675,6.475904,-0.109696,272.725098,15.457628,0.000000
2.668000,-0.020696,6.569434,-0.111337,272.868774,15.455198,0.000000
2.690000,-0.020720,6.652508,-0.113713,273.014282,15.452718,0.000000
2.712000,-0.020768,6.715227,-0.114600,273.161255,15.450210,0.000000
2.734000,-0.020807,6.800850,-0.117131,273.310120,15.447660,0.000000
2.756000,-0.020830,6.887636,-0.118027,273.460571,15.445072,0.000000
2.778000,-0.020859,6.945892,-0.119912,273.612885,15.442452,0.000000
2.800000,-0.020912,7.036781,-0.121719,273.766754,15.439792,0.000000
2.822000,-0.020956,7.124383,-0.123800,273.922546,15.437094,0.000000
2.844000,-0.020974,7.184494,-0.124545,274.079956,15.434359,0.000000
2.866000,-0.021014,7.278609,-0.126982,274.239258,15.431583,0.000000
2.888000,-0.021064,7.365310,-0.129223,274.400299,15.428768,0.000000
2.910000,-0.021107,7.426632,-0.130473,274.563110,15.425913,0.000000
2.932000,-0.021135,7.525210,-0.132311,274.727722,15.423017,0.000000
2.954000,-0.021172,7.608879,-0.134630,274.894165,15.420075,0.000000
2.976000,-0.021225,7.674700,-0.136482,275.062408,15.417094,0.000000
2.998000,-0.021267,7.774251,-0.138648,275.232483,15.414067,0.000000
3.020000,-0.021291,7.859326,-0.140996,275.404449,15.410994,0.000000
3.042000,-0.021324,7.922596,-0.142644,275.578156,15.407872,0.000000
3.064000,-0.021368,8.020063,-0.144415,275.753632,15.404710,0.000000
3.086000,-0.021392,8.106094,-0.146823,275.931000,15.401499,0.000000
3.108000,-0.021408,8.176133,-0.148881,276.110229,15.398248,0.000000
3.130000,-0.021441,8.277821,-0.150898,276.291382,15.394953,0.000000
3.152000,-0.021485,8.368000,-0.152510,276.474457,15.391612,0.000000
3.174000,-0.021505,8.438795,-0.154376,276.659393,15.388229,0.000000
3.196000,-0.021527,8.540088,-0.157105,276.846344,15.384801,0.000000
3.218000,-0.021562,8.633160,-0.159104,277.035248,15.381328,0.000000
3.240000,-0.021601,8.706019,-0.160369,277.226105,15.377809,0.000000
3.262000,-0.021630,8.807103,-0.162880,277.418915,15.374244,0.000000
3.284000,-0.021648,8.903482,-0.165629,277.613739,15.370633,0.000000
3.306000,-0.021684,8.977980,-0.167158,277.810486,15.366976,0.000000
3.328000,-0.021727,9.078453,-0.169076,278.009277,15.363272,0.000000
3.350000,-0.021755,9.178899,-0.171577,278.210144,15.359517,0.000000
3.372000,-0.021774,9.255429,-0.173831,278.412964,15.355718,0.000000
3.394000,-0.021811,9.353901,-0.176038,278.617798,15.351869,0.000000
3.416000,-0.021856,9.458376,-0.178047,278.824768,15.347971,0.000000
3.438000,-0.021883,9.538488,-0.180179,279.033813,15.344023,0.000000
3.460000,-0.021906,9.634234,-0.182896,279.244965,15.340024,0.000000
3.482000,-0.021943,9.741826,-0.185345,279.458130,15.335977,0.000000
3.504000,-0.021987,9.826230,-0.187002,279.673370,15.331879,0.000000
3.526000,-0.022017,9.919899,-0.189424,279.890686,15.327731,0.000000
3.548000,-0.022042,10.029904,-0.192422,280.110168,15.323528,0.000000
3.570000,-0.022078,10.118703,-0.194462,280.331787,15.319275,0.000000
3.592000,-0.022123,10.210664,-0.196502,280.555542,15.314970,0.000000
3.614000,-0.022157,10.321980,-0.199244,280.781433,15.310610,0.000000
3.636000,-0.022180,10.415852,-0.201863,281.009521,15.306198,0.000000
3.658000,-0.022216,10.504961,-0.204056,281.239777,15.301734,0.000000
3.680000,-0.022263,10.614163,-0.206471,281.472229,15.297215,0.000000
3.702000,-0.022298,10.712276,-0.208982,281.706848,15.292643,0.000000
3.724000,-0.022320,10.799084,-0.211416,281.943665,15.288016,0.000000
3.746000,-0.022357,10.904590,-0.214142,282.182617,15.283336,0.000000
3.768000,-0.022402,11.006435,-0.216475,282.423737,15.278596,0.000000
3.790000,-0.022431,11.093225,-0.218736,282.666962,15.273802,0.000000
3.812000,-0.022454,11.194020,-0.221626,282.912323,15.268954,0.000000
3.834000,-0.022490,11.297580,-0.224295,283.159851,15.264053,0.000000
3.856000,-0.022532,11.385296,-0.226161,283.409485,15.259096,0.000000
3.878000,-0.022556,11.480506,-0.228617,283.661133,15.254085,0.000000
3.900000,-0.022576,11.583907,-0.231826,283.914886,15.249017,0.000000
3.922000,-0.022626,11.677946,-0.233133,284.170776,15.243904,0.000000
3.944000,-0.022663,11.771626,-0.235508,284.428833,15.238745,0.000000
3.966000,-0.022688,11.874461,-0.238879,284.689026,15.233522,0.000000
3.988000,-0.022727,11.966713,-0.241511,284.951324,15.228242,0.000000
4.010000,-0.022765,12.057435,-0.243267,285.215668,15.222905,0.000000
4.032000,-0.022794,12.160537,-0.245702,285.482208,15.217525,0.000000
4.054000,-0.022839,12.257569,-0.248710,285.750885,15.212089,0.000000
4.076000,-0.022882,12.346111,-0.250869,286.021637,15.206590,0.000000
4.098000,-0.022900,12.443365,-0.253345,286.294434,15.201034,0.000000
4.120000,-0.022943,12.543685,-0.255941,286.569366,15.195432,0.000000
4.142000,-0.022990,12.635137,-0.258379,286.846436,15.189771,0.000000
4.164000,-0.023009,12.727186,-0.260889,287.125519,15.184051,0.000000
4.186000,-0.023045,12.827336,-0.263402,287.406708,15.178281,0.000000
4.208000,-0.023093,12.922116,-0.265868,287.690063,15.172457,0.000000
4.230000,-0.023114,13.012562,-0.268409,287.975464,15.166570,0.000000
4.252000,-0.023145,13.110547,-0.270914,288.262939,15.160633,0.000000
4.274000,-0.023195,13.206865,-0.273362,288.552521,15.154646,0.000000
4.296000,-0.023214,13.297472,-0.275917,288.844147,15.148595,0.000000
4.318000,-0.023245,13.393795,-0.278393,289.137878,15.142494,0.000000
4.340000,-0.023289,13.489550,-0.280870,289.433685,15.136341,0.000000
4.362000,-0.023305,13.581618,-0.283351,289.731567,15.130126,0.000000
4.384000,-0.023338,13.677381,-0.285911,290.031525,15.123863,0.000000
4.406000,-0.023376,13.770674,-0.288304,290.333557,15.117542,0.000000
4.428000,-0.023390,13.864865,-0.290665,290.637634,15.111166,0.000000
4.450000,-0.023424,13.959629,-0.293538,290.943817,15.104742,0.000000
4.472000,-0.023457,14.051943,-0.295550,291.252045,15.098257,0.000000
4.494000,-0.023472,14.147169,-0.298133,291.562317,15.091725,0.000000
4.516000,-0.023503,14.238770,-0.300934,291.874664,15.085135,0.000000
4.538000,-0.023530,14.333590,-0.302546,292.189056,15.078496,0.000000
4.560000,-0.023543,14.426562,-0.305773,292.505493,15.071801,0.000000
4.582000,-0.023578,14.519727,-0.307563,292.824005,15.065054,0.000000
4.604000,-0.023594,14.613416,-0.310050,293.144592,15.058255,0.000000
4.626000,-0.023609,14.705045,-0.312610,293.467163,15.051400,0.000000
4.648000,-0.023643,14.799183,-0.314786,293.791809,15.044498,0.000000
4.670000,-0.023648,14.889656,-0.317159,294.118469,15.037539,0.000000
4.692000,-0.023672,14.982075,-0.319855,294.447144,15.030534,0.000000
4.714000,-0.023693,15.072451,-0.321541,294.777832,15.023476,0.000000
4.736000,-0.023698,15.163725,-0.324464,295.110535,15.016368,0.000000
4.758000,-0.023727,15.253557,-0.326190,295.445190,15.009210,0.000000
4.780000,-0.023735,15.343144,-0.328576,295.781830,15.002003,0.000000
4.802000,-0.023751,15.432621,-0.330969,296.120453,14.994746,0.000000
4.824000,-0.023773,15.521353,-0.332957,296.461090,14.987440,0.000000
4.846000,-0.023774,15.610785,-0.335485,296.803619,14.980085,0.000000
4.868000,-0.023798,15.697710,-0.337409,297.148132,14.972682,0.000000
4.890000,-0.023803,15.785781,-0.339568,297.494537,14.965232,0.000000
4.912000,-0.023815,15.872725,-0.341921,297.842896,14.957733,0.000000
4.934000,-0.023833,15.959354,-0.343758,298.193115,14.950188,0.000000
4.956000,-0.023833,16.046522,-0.346326,298.545288,14.942596,0.000000
4.978000,-0.023855,16.132099,-0.347997,298.899353,14.934958,0.000000
5.000000,-0.023852,16.217005,-0.350243,299.255280,14.927272,0.000000
5.022000,-0.023865,16.302790,-0.352545,299.613037,14.919541,0.000000
5.044000,-0.023872,16.387390,-0.354100,299.972656,14.911764,0.000000
5.066000,-0.023872,16.471024,-0.356565,300.334167,14.903944,0.000000
5.088000,-0.023889,16.555897,-0.358275,300.697540,14.896080,0.000000
5.110000,-0.023880,16.639606,-0.360575,301.062683,14.888171,0.000000
5.132000,-0.023896,16.722301,-0.362193,301.429688,14.880219,0.000000
5.154000,-0.023887,16.804588,-0.364287,301.798523,14.872223,0.000000
5.176000,-0.023898,16.886995,-0.366327,302.169220,14.864187,0.000000
5.198000,-0.023894,16.969566,-0.367986,302.541748,14.856107,0.000000
5.220000,-0.023894,17.050655,-0.370131,302.916046,14.847986,0.000000
5.242000,-0.023896,17.131680,-0.371581,303.292114,14.839825,0.000000
5.264000,-0.023888,17.211990,-0.373805,303.670013,14.831622,0.000000
5.286000,-0.023894,17.292698,-0.375253,304.049622,14.823380,0.000000
5.308000,-0.023880,17.372437,-0.377424,304.431061,14.815099,0.000000
5.330000,-0.023887,17.452520,-0.378811,304.814178,14.806781,0.000000
5.352000,-0.023869,17.531460,-0.380881,305.199097,14.798423,0.000000
5.374000,-0.023878,17.610346,-0.382254,305.585724,14.790028,0.000000
5.396000,-0.023861,17.688236,-0.384262,305.974060,14.781592,0.000000
5.418000,-0.023865,17.766333,-0.385638,306.364136,14.773122,0.000000
5.440000,-0.023847,17.843557,-0.387584,306.755920,14.764613,0.000000
5.462000,-0.023849,17.920937,-0.388948,307.149414,14.756069,0.000000
5.484000,-0.023829,17.997412,-0.390855,307.544586,14.747488,0.000000
5.506000,-0.023830,18.074036,-0.392140,307.941467,14.738875,0.000000
5.528000,-0.023806,18.149700,-0.394005,308.339996,14.730225,0.000000
5.550000,-0.023806,18.225477,-0.395190,308.740204,14.721542,0.000000
5.572000,-0.023785,18.300234,-0.397024,309.142059,14.712828,0.000000
5.594000,-0.023778,18.375200,-0.398170,309.545563,14.704079,0.000000
5.616000,-0.023757,18.449303,-0.399944,309.950714,14.695297,0.000000
5.638000,-0.023742,18.523663,-0.401062,310.357513,14.686484,0.000000
5.660000,-0.023726,18.597353,-0.402680,310.765900,14.677642,0.000000
5.682000,-0.023701,18.670841,-0.403954,311.175934,14.668768,0.000000
5.704000,-0.023693,18.743927,-0.405227,311.587555,14.659866,0.000000
5.726000,-0.023666,18.816452,-0.406752,312.000793,14.650932,0.000000
5.748000,-0.023654,18.888889,-0.407776,312.415619,14.641973,0.000000
5.770000,-0.023630,18.960466,-0.409313,312.832031,14.632985,0.000000
5.792000,-0.023605,19.032333,-0.410450,313.250000,14.623966,0.000000
5.814000,-0.023593,19.103689,-0.411583,313.669586,14.614922,0.000000
5.836000,-0.023550,19.145948,-0.412493,314.090424,14.605852,0.000000
5.858000,-0.023530,19.180393,-0.412439,314.512054,14.596778,0.000000
5.880000,-0.023503,19.213436,-0.412601,314.934418,14.587704,0.000000
5.902000,-0.023487,19.247387,-0.412778,315.357513,14.578624,0.000000
5.924000,-0.023489,19.281414,-0.413138,315.781372,14.569539,0.000000
5.946000,-0.023477,19.314663,-0.413696,316.205963,14.560442,0.000000
5.968000,-0.023487,19.348452,-0.414258,316.631287,14.551333,0.000000
5.990000,-0.023480,19.381620,-0.415026,317.057343,14.542212,0.000000
6.012000,-0.023484,19.414879,-0.415583,317.484131,14.533072,0.000000
6.034000,-0.023487,19.448112,-0.416372,317.911682,14.523920,0.000000
6.056000,-0.023470,19.464615,-0.417031,318.339783,14.514752,0.000000
6.078000,-0.023468,19.480644,-0.416760,318.768188,14.505580,0.000000
6.100000,-0.023487,19.494099,-0.417288,319.196899,14.496408,0.000000
6.122000,-0.023464,19.506842,-0.417674,319.625916,14.487220,0.000000
6.144000,-0.023485,19.522451,-0.417712,320.055267,14.478030,0.000000
6.166000,-0.023486,19.529154,-0.418402,320.484924,14.468829,0.000000
6.188000,-0.023472,19.524900,-0.418262,320.914612,14.459628,0.000000
6.210000,-0.023480,19.520489,-0.418217,321.344055,14.450428,0.000000
6.232000,-0.023489,19.515690,-0.418100,321.773407,14.441228,0.000000
6.254000,-0.023485,19.510851,-0.418013,322.202759,14.432028,0.000000
6.276000,-0.023496,19.506418,-0.418087,322.631958,14.422828,0.000000
6.298000,-0.023513,19.501736,-0.418126,323.060974,14.413628,0.000000
6.320000,-0.023513,19.496832,-0.418092,323.489990,14.404428,0.000000
6.342000,-0.023521,19.492350,-0.418206,323.918915,14.395227,0.000000
6.364000,-0.023540,19.487774,-0.418302,324.347595,14.386027,0.000000
6.386000,-0.023542,19.482847,-0.418265,324.776276,14.376827,0.000000
6.408000,-0.023545,19.478285,-0.418361,325.204956,14.367627,0.000000
6.430000,-0.023563,19.473804,-0.418458,325.633331,14.358425,0.000000
6.452000,-0.023568,19.468904,-0.418414,326.061676,14.349220,0.000000
6.474000,-0.023566,19.464239,-0.418473,326.490021,14.340012,0.000000
6.496000,-0.023583,19.459831,-0.418571,326.918121,14.330801,0.000000
6.518000,-0.023591,19.454992,-0.418544,327.346130,14.321590,0.000000
6.540000,-0.023588,19.450232,-0.418555,327.774139,14.312380,0.000000
6.562000,-0.023602,19.445847,-0.418669,328.202026,14.303169,0.000000
6.584000,-0.023609,19.460903,-0.419507,328.629974,14.293949,0.000000
6.606000,-0.023585,19.473557,-0.419524,329.058258,14.284718,0.000000
6.628000,-0.023606,19.488955,-0.419728,329.486908,14.275486,0.000000
6.650000,-0.023606,19.505022,-0.420435,329.915863,14.266240,0.000000
6.672000,-0.023602,19.517914,-0.420200,330.345123,14.256997,0.000000
6.694000,-0.023616,19.528620,-0.420990,330.774689,14.247745,0.000000
6.716000,-0.023618,19.523224,-0.420778,331.204346,14.238485,0.000000
6.738000,-0.023605,19.518356,-0.420575,331.633698,14.229233,0.000000
6.760000,-0.023609,19.513929,-0.420543,332.063049,14.219980,0.000000
6.782000,-0.023622,19.509264,-0.420498,332.492401,14.210728,0.000000
6.804000,-0.023619,19.504341,-0.420386,332.921448,14.201475,0.000000
6.826000,-0.023625,19.499840,-0.420452,333.350464,14.192223,0.000000
6.848000,-0.023643,19.495287,-0.420530,333.779480,14.182970,0.000000
6.870000,-0.023647,19.490358,-0.420489,334.208313,14.173717,0.000000
6.892000,-0.023650,19.485756,-0.420588,334.636993,14.164465,0.000000
6.914000,-0.023669,19.481297,-0.420704,335.065674,14.155212,0.000000
6.936000,-0.023676,19.476412,-0.420685,335.494232,14.145960,0.000000
6.958000,-0.023676,19.471704,-0.420748,335.922577,14.136707,0.000000
6.980000,-0.023691,19.467299,-0.420867,336.350922,14.127450,0.000000
7.002000,-0.023702,19.462490,-0.420866,336.779236,14.118190,0.000000
